intent,text,response
icra_takibi,"Haczedilen malın (örneğin bir otomobil) ihalede satılamaması veya değerinin çok altında kalması durumunda, alacaklı ne gibi haklara sahiptir ve takip süreci nasıl devam eder? ","Haczedilen bir malın ihalede satılamaması veya tahmin edilen değerinin çok altında kalması durumunda, satış düşer. Bu durumda alacaklı, malın satışını yeniden talep etme hakkına sahiptir (İİK m. 110). Yeniden satış talebi için belirli süreler (genellikle ilk satış talebinden itibaren 1 yıl) bulunur. Eğer mal yine satılamazsa veya alacaklı satıştan vazgeçerse, alacaklının talebiyle malın kendisine pazarlık suretiyle satışı da mümkün olabilir (İİK m. 111). Ayrıca alacaklı, borçlunun başka malvarlıkları varsa, onlara da haciz koydurarak takibi devam ettirebilir. Kaynak: İcra ve İflas Kanunu (İİK) m. 110, 111. "
icra_takibi,"Borçlu, kendisine gönderilen icra ödeme emrine itiraz etmeyip süreyi kaçırırsa, sonradan ""borcum yoktur"" iddiasıyla dava açabilir mi? ","Borçlu, icra ödeme emrine yasal süresi içinde (genellikle 7 gün) itiraz etmezse, takip kesinleşir. Takip kesinleştikten sonra borçlu, kural olarak ""borcum yoktur"" iddiasıyla dava açamaz. Ancak, borcun ödeme emri tebliğ edildikten sonra ödendiğini veya borcun belirli bir nedenden dolayı sonradan sona erdiğini (takas, ibra, zamanaşımı vb.) ispat edebilirse, ""menfi tespit davası"" veya ""istirdat davası"" açabilir. Menfi tespit davası, borçlunun takip kesinleşmeden önce borcu olmadığına dair açtığı davadır. Ancak takip kesinleşirse, borçlu borcu ödedikten sonra bu parayı geri almak için istirdat davası açabilir. İtiraz süresini kaçıran borçlu için borcun olmadığını iddia etmek çok daha zorlaşır. Kaynak: İcra ve İflas Kanunu (İİK) m. 72 (Menfi Tespit), m. 78 (İstirdat) ve m. 62. "
icra_takibi,"İcra takibine konu borç, eşler arasındaki ""aile konutu"" niteliğindeki taşınmazın satışına neden olabilir mi ve bu durumda diğer eşin rızası aranır mı? ","Evet, icra takibine konu borç nedeniyle aile konutu niteliğindeki taşınmazın haczedilerek satışı mümkündür. Ancak, aile konutu şerhi bulunan bir taşınmazın haczi ve satışı durumunda, diğer eşin hakları korunmaktadır. Türk Medeni Kanunu'na göre, aile konutu şerhi varsa, malik olmayan eşin rızası olmadan konut üzerinde tasarruf işlemleri (ipotek tesisi, satış vaadi gibi) yapılamaz. İcra takibinde ise, satış aşamasında diğer eşin rızası doğrudan aranmaz, ancak malik olmayan eşin bu konut üzerindeki ""yasal şerhi"" nedeniyle, satış gerçekleşse bile bu şerhin devam edeceği ve alıcı için hukuki bir risk oluşturacağı düşünülür. Bu nedenle uygulamada, diğer eşin muvafakati olmadan aile konutu haczi ve satışı zorlu bir süreç olabilir veya satışın iptali davasına konu olabilir. En nihayetinde, borç nedeniyle aile konutu satılabilir ancak diğer eşin hakları da göz ardı edilemez. Kaynak: Türk Medeni Kanunu (TMK) m. 194 ve İcra ve İflas Kanunu (İİK) ilgili hükümleri. "
icra_takibi,"Alacaklı, icra takibi devam ederken borçlunun vefat ettiğini öğrenirse, takip süreci nasıl işler ve mirasçıların sorumluluğu ne olur? ","Alacaklı, icra takibi devam ederken borçlunun vefat ettiğini öğrenirse, icra takibi mirasçılara karşı devam ettirilebilir. Ancak, vefat durumunda takip durur ve mirasçıların mirası kabul veya reddetme süreleri beklenir. Mirasçılar, Türk Medeni Kanunu'na göre, miras bırakanın borçlarından kişisel olarak sorumlu olurlar. Ancak, mirasçılar mirası reddedebilirler. Mirası reddetmeyen mirasçılar, miras bırakanın borçlarından dolayı terekenin malvarlığıyla ve kendi kişisel malvarlıklarıyla müteselsilen (zincirleme) sorumludur. Alacaklı, mirasçılar adına tapu veya nüfus kayıtlarında gerekli araştırmaları yaparak, takibi mirasçılara yöneltmek zorundadır. Kaynak: İcra ve İflas Kanunu (İİK) m. 53 ve Türk Medeni Kanunu (TMK) miras hükümleri. "
icra_takibi,"Borçlu, hakkında başlatılan icra takibine itiraz ederken, ""borç bir kısmına aittir"" veya ""borç ödenmiştir"" gibi kısmi veya özel itirazlarda bulunursa, takibin seyri nasıl değişir? ","""Borç bir kısmına aittir"" (Kısmi İtiraz): Borçlu, ödeme emrine süresinde ve açıkça borcun sadece belirli bir kısmına itiraz ettiğini belirtirse, icra takibi itiraz edilmeyen kısım için kesinleşir ve bu kısım için haciz işlemleri yapılabilir. İtiraz edilen kısım için ise takip durur. Alacaklı, itiraz edilen kısım için itirazın iptali davası veya itirazın kaldırılması davası açmak zorundadır.
""Borç ödenmiştir"" (Borcun İtfa Edildiğine İtiraz): Borçlu, borcun ödendiğini iddia ederek itiraz ederse, takip tamamen durur. Alacaklı, takibin devamını sağlamak için itirazın iptali davası veya itirazın kaldırılması davası açmalıdır. Borçlu, ödemeyi belgelendirmesi halinde bu davalarda güçlü konumda olur. Kaynak: İcra ve İflas Kanunu (İİK) m. 62, 67, 68.
"
icra_takibi,"İcra takibi, şahsi bir borç için açılmış olmasına rağmen, haciz işlemi sırasında borçlunun evindeki ""üçüncü şahsa ait"" eşyalar haczedilirse, bu durumda ne yapılabilir? ","Bu durumda, üçüncü şahıs (yani eşyaların asıl sahibi), ""istihkak davası"" açarak eşyaların kendisine ait olduğunu ve haksız yere haczedildiğini iddia edebilir. İstihkak davası, İcra ve İflas Kanunu'nun özel bir davasıdır ve üçüncü şahsın mülkiyet hakkını korumayı amaçlar. Bu dava sonucunda, mahkeme eşyaların gerçekten üçüncü şahsa ait olduğuna karar verirse, haciz kalkar ve eşyalar sahibine iade edilir. Davayı açan üçüncü şahsın, eşyaların kendisine ait olduğunu somut delillerle (fatura, ruhsat, tanık beyanı vb.) ispatlaması gerekir. Kaynak: İcra ve İflas Kanunu (İİK) m. 96, 97. "
icra_takibi,"Borçlu, hakkında başlatılan icra takibini durdurmak için ne kadar teminat yatırmak zorundadır ve bu teminatın miktarı nasıl belirlenir? ","Borçlu, icra takibini durdurmak için genellikle itirazın iptali davasında ihtiyati tedbir kararı almak veya borcun tamamına yetecek kadar teminat yatırmak suretiyle takibi durdurabilir. Teminat miktarı, alacaklıya olası zararlarını karşılamak amacıyla belirlenir. Genellikle alacak miktarının %15'i oranında teminat yatırılması beklenir ancak mahkeme her somut olayda teminat miktarını farklı belirleyebilir. Eğer borçlu teminat yatırarak takibi durdurursa ve dava sonucunda borçlu aleyhine karar verilirse, yatırdığı teminattan alacaklının alacağı tahsil edilir. Kaynak: İcra ve İflas Kanunu (İİK) m. 72, Hukuk Muhakemeleri Kanunu (HMK) m. 392 (ihtiyati tedbirde teminat). "
icra_takibi,"İcra takibine konu alacak, borçlunun emekli maaşı ise, bu maaşın tamamına haciz konulabilir mi, yoksa belirli bir sınırı var mıdır? ","Türk hukukunda, emekli maaşları kural olarak haczedilemez. Bu durum, emeklilerin geçimini sağlamak amacıyla konulmuş önemli bir koruma hükmüdür. Ancak bu kuralın da bir istisnası vardır: Eğer emekli maaşı alan kişi, maaşının haczedilmesi konusunda önceden yazılı olarak muvafakat (rıza) vermişse, bu durumda maaşının belli bir kısmı (genellikle dörtte biri) haczedilebilir. Ayrıca, nafaka alacakları gibi istisnai alacaklar için emekli maaşına haciz konulabilmektedir. Muvafakat olmadan veya nafaka gibi özel bir durum olmaksızın emekli maaşının tamamına veya bir kısmına haciz konulması mümkün değildir. Kaynak: 5510 sayılı Sosyal Sigortalar ve Genel Sağlık Sigortası Kanunu m. 93 ve İcra ve İflas Kanunu (İİK) m. 83. "
icra_takibi,"Alacaklı, icra takibiyle borcunu tahsil ettikten sonra, borçlunun icra dosyasının kapatılması için ne yapması gerekir ve borçlunun bu konudaki hakları nelerdir? ","Alacaklı, icra takibiyle borcunu tam olarak tahsil ettikten sonra, icra dairesine giderek takibi sonlandırdığına dair beyanda bulunmalı ve dosyanın kapatılmasını talep etmelidir. Uygulamada buna ""haricen tahsil"" veya ""takibin feragati"" denir. Alacaklının bu talebi üzerine icra dairesi dosyayı kapatır ve hacizleri kaldırır. Borçlu, borcun ödendiğini ispatlayan makbuz veya dekontlarla birlikte icra dairesine başvurarak dosyanın kapatılmasını ve üzerindeki tüm hacizlerin kaldırılmasını talep etme hakkına sahiptir. Alacaklı kapatma işlemini yapmazsa, borçlu icra mahkemesine başvurarak dosyanın kapatılmasını ve hacizlerin kaldırılmasını talep edebilir. Kaynak: İcra ve İflas Kanunu (İİK) m. 85, 111. "
icra_takibi,"İcra dairesi, bir borçlu hakkında açılmış birden fazla icra takibi varsa, borçlunun maaşına veya malvarlığına konulan hacizleri nasıl sıralar ve öncelik hangi takibe verilir? ","Bir borçlunun birden fazla icra takibi nedeniyle maaşına veya malvarlığına haciz konulması durumunda, hacizlerin sırası ve önceliği, hacizlerin konulduğu tarihe göre belirlenir. Yani, hangi icra takibi için haciz işlemi daha önce yapılmışsa, o haciz öncelikli olur. Bu duruma ""haciz sırası"" denir. Maaş hacizlerinde ise, maaşın haczedilebilir kısmı üzerinde sıra cetveli yapılır ve önce konulan hacizler sırasıyla tahsil edilir. Bazı özel alacaklar (örneğin nafaka alacakları) ise yasalarda özel olarak öncelikli kabul edilebilir ve bu sıra cetvelini etkileyebilir. Kaynak: İcra ve İflas Kanunu (İİK) m. 101, 102, 140. "
sicil_temizleme,"Adli sicil kaydının silinmesi talebi reddedildiğinde, bu karara karşı başvurulabilecek hukuki yollar nelerdir ve bu süreçte hangi ilke dikkate alınır? ","Adli sicil kaydının silinmesi talebinin reddedilmesi durumunda, bu karara karşı idari yargıda iptal davası açılabilir. Bu süreçte genellikle ""hukuka uygunluk karinesi"" ilkesi geçerli olup, idari işlemin hukuka uygun olduğu varsayılır ve itiraz edenin bu karinenin aksini ispatlaması gerekir. Ayrıca, ilgili kanun maddelerindeki şartların taşınıp taşınmadığı titizlikle incelenir. "
sicil_temizleme,"Bir kişinin vefat etmesi durumunda, adli sicil kaydı kendiliğinden silinir mi yoksa mirasçılarının veya ilgili kurumların özel bir başvuru yapması gerekir mi? ","Bir kişinin vefat etmesi durumunda, adli sicil kaydı genellikle kendiliğinden silinmez. Adli Sicil Kanunu ve ilgili yönetmelikler, ölüm halinde kaydın doğrudan silinmesine ilişkin açık bir hüküm içermemektedir. Ancak, kaydın arşiv kaydına alınması ve belirli süreler sonunda erişiminin kısıtlanması mümkündür. Pratik olarak, vefat eden kişinin sicil kaydının temizlenmesine yönelik mirasçıların veya ilgili kurumların özel bir başvuru yapması gerekmez, zira kişinin hak ehliyeti sona erdiğinden, kaydın aktif bir hukuki etkisi kalmaz. "
sicil_temizleme,Türk Medeni Kanunu'nda yer alan kısıtlılık halleri (vesayet) ve ceza hukukundaki adli sicil kaydı arasında nasıl bir etkileşim vardır? Kısıtlılık hali sicil temizleme sürecini nasıl etkiler? ,"Türk Medeni Kanunu'ndaki kısıtlılık halleri, kişinin fiil ehliyetini etkilerken, ceza hukukundaki adli sicil kaydı kişinin mahkumiyet geçmişini gösterir. Kısıtlılık hali, doğrudan sicil temizleme sürecini etkilemez; yani bir kişi kısıtlı olduğu için sicil kaydı otomatik olarak silinmez. Ancak, kısıtlılık kararı verilen suçlar, genellikle kişinin hukuki ve fiili ehliyetini kısıtlayıcı nitelikte olduğundan, sicil temizleme şartlarının oluşmasını zorlaştırabilir. Örneğin, bir kişinin akıl hastalığı nedeniyle işlediği bir suçtan dolayı ceza alması ve sonrasında kısıtlanması durumunda, sicil temizleme için gerekli olan ""eylemin hukuki sonuçlarını idrak etme"" yeteneği sorgulanabilir. "
sicil_temizleme,"Yabancı bir ülkede alınan bir mahkumiyet kararı, Türkiye'deki adli sicil kaydına işlenir mi? İşlenirse, bunun Türkiye'deki sicil temizleme süreçleri üzerindeki etkisi nedir? ","Yabancı bir ülkede alınan mahkumiyet kararları, uluslararası anlaşmalar (örneğin iade anlaşmaları, adli yardımlaşma sözleşmeleri) veya mütekabiliyet ilkesi çerçevesinde Türkiye'deki adli sicil kaydına işlenebilir. Eğer bu karar, Türk hukuk sisteminde geçerli sayılır ve adli sicile işlenirse, bu durum Türkiye'deki sicil temizleme süreçlerini doğrudan etkiler. Bu durumda, yabancı mahkumiyetin infazı tamamlanmadıkça veya ilgili kanunlardaki süreler dolmadıkça sicil temizleme talebi reddedilebilir. "
sicil_temizleme,"Şerefe karşı işlenen suçlarda (hakaret, iftira gibi) adli sicil kaydının silinmesi, mağdurun rızasına veya şikayetten vazgeçmesine bağlı mıdır? Eğer bağlıysa, bu durum sicil temizleme sürecini nasıl hızlandırabilir? ","Şerefe karşı işlenen suçlarda, bazı suçlar şikayete tabi olduğundan, mağdurun şikayetten vazgeçmesi veya uzlaşma sağlanması durumunda kamu davası düşebilir veya ceza infaz edilmeyebilir. Ancak, mahkumiyet kararı kesinleştikten sonraki sicil kaydının silinmesi, doğrudan mağdurun rızasına veya şikayetten vazgeçmesine bağlı değildir. Sicil temizleme süreci, Türk Ceza Kanunu ve Adli Sicil Kanunu'nda belirtilen sürelerin geçmesi ve diğer şartların yerine gelmesiyle mümkündür. Ancak, davanın düşmesi sicil kaydının oluşmasını engellediği için, bu durum zaten sicil temizleme ihtiyacını ortadan kaldırır. "
sicil_temizleme,"Bir meslek örgütüne (örneğin baro, tabip odası) üyelik başvurusu sırasında adli sicil kaydının incelenmesi, sicil temizleme hakkını ne kadar etkiler? Meslek örgütü, silinmiş veya arşivlenmiş bir kaydı görme yetkisine sahip midir? ","Meslek örgütleri, üyelik başvurularında genellikle adli sicil kaydı sorgulaması yapar. Silinmiş veya arşivlenmiş adli sicil kayıtları, belirli şartlar altında ve sınırlı kişilerce görüntülenebilir. Adli Sicil Kanunu'na göre, arşiv kayıtları ancak Cumhuriyet Başsavcılıkları, hakimler, kolluk kuvvetleri ve kanunen yetkilendirilmiş diğer kamu kurum ve kuruluşları tarafından ilgili yasa hükümleri çerçevesinde görülebilir. Meslek örgütleri, kendi mevzuatlarında özel bir yetkilendirme yoksa, silinmiş veya arşivlenmiş kayıtlara doğrudan erişemezler. Ancak, başvuru sahibinin beyanı veya özel bir adli sicil kaydı belgesi talep edilebilir. "
sicil_temizleme,"Çocuk suçlularının adli sicil kayıtları, yetişkinlere göre hangi özel imtiyazlara sahiptir ve bu imtiyazlar sicil temizleme sürecini nasıl farklılaştırır? ","Çocuk suçlularının adli sicil kayıtları, yetişkinlere göre daha kısa sürelerde silinme veya arşivlenme imtiyazına sahiptir. Çocuk Koruma Kanunu ve ilgili mevzuat, çocukların topluma kazandırılması ve gelecekteki yaşamlarının olumsuz etkilenmemesi amacıyla özel hükümler içerir. Bu kapsamda, çocuk mahkumiyetleri genellikle daha kısa sürede arşiv kaydına alınır ve silinme süreleri yetişkinlere göre daha kısadır. Bu farklılaşma, çocuğun gelişimini desteklemeyi ve sabıka kaydının gelecekteki iş, eğitim ve sosyal yaşamına engel olmasını en aza indirmeyi hedefler. "
sicil_temizleme,Özel hayata saygı hakkı (AY m. 20) ile adli sicil kayıtlarının tutulması ve erişilebilirliği arasındaki denge nasıl kurulmaktadır? Bu denge sicil temizleme taleplerini nasıl etkiler? ,"Özel hayata saygı hakkı ile adli sicil kayıtlarının tutulması ve erişilebilirliği arasındaki denge, kamu güvenliği ve suçla mücadele ile bireyin özel hayatının korunması arasında bir çatışma alanıdır. Bu denge, Adli Sicil Kanunu ve Avrupa İnsan Hakları Mahkemesi (AİHM) kararları ışığında kurulur. Sicil kayıtlarının belirli bir süre sonra silinmesi veya arşivlenmesi, özel hayata saygı hakkının bir gereğidir. Ancak, kamu yararı ve suçla mücadele gerekliliği, bazı durumlarda bu kayıtlara erişimi meşrulaştırabilir. Sicil temizleme talepleri, bu denge içinde değerlendirilir; yani bireyin özel hayatına müdahalenin ölçülü ve amaca uygun olup olmadığına bakılır.
"
sicil_temizleme,"Bir kişinin adli sicil kaydının silinmesi kararı çıktıktan sonra, bu bilginin kamuoyuna açık platformlarda (gazete arşivleri, internet haber siteleri vb.) yer almaya devam etmesi durumunda, hukuki olarak ne tür adımlar atılabilir? ","Adli sicil kaydının silinmesi kararı çıktıktan sonra, bu bilginin kamuoyuna açık platformlarda yer almaya devam etmesi, ""unutulma hakkı"" kapsamında değerlendirilebilir. Bu durumda, ilgili gazete veya internet sitesine başvurularak haberin kaldırılması veya içerikten çıkarılması talep edilebilir. Talebin reddedilmesi halinde, hukuki yollarla (örneğin kişilik haklarına saldırı nedeniyle tazminat davası, erişimin engellenmesi kararı) bu bilginin kaldırılması veya yayından çıkarılması için dava açılabilir. "
sicil_temizleme,"Adli sicil kaydına yansıyan bir mahkumiyetin, daha sonra Anayasa Mahkemesi veya AİHM kararıyla ihlal tespiti sonucunda hukuka aykırı bulunması, sicil temizleme sürecini nasıl etkiler? Bu durumda sicil kendiliğinden silinir mi? ","Adli sicil kaydına yansıyan bir mahkumiyetin, Anayasa Mahkemesi veya AİHM kararıyla ihlal tespiti sonucunda hukuka aykırı bulunması, sicil temizleme sürecini doğrudan ve olumlu yönde etkiler. Bu tür bir ihlal kararı, ilgili mahkumiyet kararının yeniden yargılama nedeni sayılmasına yol açabilir. Genellikle, ihlal kararı sonucunda yargılamanın yenilenmesi ve mahkumiyetin kaldırılması durumunda, adli sicil kaydı da kendiliğinden silinir veya arşivlenir. Zira, ortada hukuka aykırı bulunmuş bir mahkumiyet kalmamış olur. "
sicil_temizleme,Hukuk fakültesi öğrencileri için staj veya mesleğe kabul sürecinde adli sicil kaydının önemi nedir? Hukuk mesleklerinde sicil temizleme ne kadar kritik bir rol oynar? ,"Hukuk fakültesi öğrencileri için staj ve mesleğe kabul süreçlerinde adli sicil kaydının önemi son derece kritiktir. Hukuk meslekleri (avukatlık, hakimlik, savcılık, noterlik vb.), güven ve dürüstlük temelinde yürütülen mesleklerdir. Bu nedenle, adli sicil kaydında yüz kızartıcı suçlar veya mesleki onura aykırı fiillerin bulunması, mesleğe kabulde ciddi engeller teşkil edebilir. Sicil temizleme, bu tür engelleri ortadan kaldırmak ve kişinin mesleğe kabul edilmesini sağlamak adına hayati bir rol oynar. Zira, adli sicil kaydının temiz olması, mesleki ehliyetin önemli bir göstergesidir. "
sicil_temizleme,"Adli sicil kaydının silinmesi talebinde bulunmadan önce, kişinin hakkında devam eden bir soruşturma veya kovuşturma olup olmadığını öğrenmek için hangi adımlar atılabilir? Bu bilgi, sicil temizleme başvurusunu nasıl etkiler? ","Adli sicil kaydının silinmesi talebinde bulunmadan önce, kişinin hakkında devam eden bir soruşturma veya kovuşturma olup olmadığını öğrenmek için Cumhuriyet Başsavcılıklarına veya e-Devlet üzerinden sorgulama yapılabilir. E-Devlet kapısı üzerinden ""Adli Sicil Kaydı Sorgulama"" hizmeti ile bu bilgiye ulaşılabilir. Eğer kişi hakkında devam eden bir soruşturma veya kovuşturma varsa, sicil temizleme talebi genellikle reddedilir. Çünkü adli sicil kaydının silinmesi veya arşivlenmesi için, kişinin hakkında kesinleşmiş bir mahkumiyet hükmü bulunması veya kanunda belirtilen diğer şartların yanı sıra, devam eden bir hukuki sürecin olmaması gereklidir. "
uzaklastirma_emri,"Uzaklaştırma emri, mağdurun rızası olmadan verilebilir mi ve bu durumda mağdurun rolü ne olur? ","Evet, uzaklaştırma emri bazı durumlarda mağdurun rızası olmadan da verilebilir. Özellikle şiddetin çocuklara yönelik olduğu veya kamu makamlarının (savcılık, kolluk) doğrudan şiddete tanık olduğu durumlarda, kamu yararı ve çocuğun üstün yararı ilkesi gereği re'sen (kendiliğinden) uzaklaştırma kararı alınabilir. Bu durumda mağdurun rızası birincil şart olmaktan çıkar ve mağdur, sürecin pasif bir tarafı olarak kalabilir veya kendisine sağlanan destek hizmetlerinden faydalanabilir. "
uzaklastirma_emri,"Uzaklaştırma emri, tarafların aynı iş yerinde çalışması durumunda iş ilişkisini nasıl etkiler ve işverenin sorumluluğu nedir? ","Uzaklaştırma emri, tarafların aynı iş yerinde çalışmasını doğrudan engelleyebilir. Hakim, uzaklaştırma kararını verirken iş yerini de kapsam alanına alabilir. Bu durumda, işveren 6284 sayılı Kanun'un ilgili maddeleri uyarınca önlemler almak zorundadır. İşveren, uzaklaştırma kararına uymakla yükümlüdür ve mağdurun güvenliğini sağlamak için gerekli düzenlemeleri (vardiya değişikliği, fiziki ayrım vb.) yapmak, hatta gerekirse şikayetçi tarafın işine son vermek gibi tedbirler almak zorunda kalabilir. İşverenin bu emre uymaması halinde hukuki ve cezai sorumluluğu doğabilir. "
uzaklastirma_emri,"Uzaklaştırma emri, elektronik iletişim araçları üzerinden teması da kapsar mı ve bu konuda hangi teknolojilerle ilgili özel hükümler bulunmaktadır? ","Evet, uzaklaştırma emri genellikle elektronik iletişim araçları üzerinden teması da kapsar. Kararda ""iletişim araçlarıyla rahatsız etmeme"" maddesi yer alır. Bu, sadece telefon görüşmeleri veya SMS'i değil; e-posta, sosyal medya (WhatsApp, Instagram, Twitter vb.), anlık mesajlaşma uygulamaları, çevrimiçi oyun platformları ve hatta IP tabanlı arama servisleri gibi her türlü elektronik iletişim aracını kapsar. Özel bir teknolojiye özgü hüküm olmasa da, kararda belirtilen ""iletişim araçları"" ifadesi teknolojinin gelişimine paralel olarak geniş yorumlanır. "
uzaklastirma_emri,"Uzaklaştırma emrinin ihlali durumunda, failin yurt dışında bulunması halinde yargılama süreci nasıl işler ve uluslararası işbirliği mümkün müdür? ","Uzaklaştırma emrinin ihlali durumunda failin yurt dışında bulunması halinde süreç karmaşıklaşabilir. Türk mahkemeleri tarafından verilen uzaklaştırma kararları genellikle Türkiye sınırları içinde geçerlidir. Ancak, ihlalin yurtdışından yapıldığının tespiti halinde, suçun işlendiği yerdeki yetkili makamlarla uluslararası adli işbirliği (interpol aracılığıyla arama, iade süreçleri) gündeme gelebilir. Özellikle siber suçlar ve internet üzerinden yapılan ihlallerde uluslararası hukuki yardım söz konusu olabilir. Ancak bu süreçler zaman alıcı ve sonuçları belirsiz olabilir. "
uzaklastirma_emri,"Uzaklaştırma emri, evcil hayvanları da kapsar mı? Mağdurun evcil hayvanlarının güvenliği bu emrin kapsamına dahil edilebilir mi? ","Evet, bazı durumlarda uzaklaştırma emri, evcil hayvanları da kapsayacak şekilde genişletilebilir. Özellikle evcil hayvanın şiddet aracı olarak kullanıldığı veya tehdit edildiği durumlarda, mahkeme evcil hayvanın da tehlikeden korunmasını sağlayacak ek tedbirler alabilir. Örneğin, müşterek evcil hayvanın mağdura teslim edilmesi veya failin evcil hayvana yaklaşmasının engellenmesi gibi kararlar verilebilir. Bu, 5199 sayılı Hayvanları Koruma Kanunu'nun da dikkate alınmasıyla mümkün olabilir. "
uzaklastirma_emri,"Uzaklaştırma emri, mağdurun taşınmazına (örneğin yazlık evi, arsa) ilişkin kira geliri veya kullanım hakkını nasıl etkiler? ","Uzaklaştırma emri, doğrudan kira gelirini veya kullanım hakkını etkilemez. Ancak, uzaklaştırma kararı, failin mağdurun ikametgahına veya belirli bir adresine yaklaşmasını yasakladığı için, eğer bu taşınmaz ortak bir mülkiyetse veya failin de kullanım hakkı varsa, bu hak geçici olarak kısıtlanabilir. Örneğin, müşterek bir yazlık ev varsa ve şiddet olayları orada yaşandıysa, hakim failin o yazlığa yaklaşmasını yasaklayabilir. Kira geliri ise mülkiyetin devam etmesi nedeniyle etkilenmez, ancak mağdurun güvenliği için evden tahliye kararı verilirse bu durum değişebilir. "
uzaklastirma_emri,"Uzaklaştırma emri, failin sahip olduğu ticari işletme veya dükkan gibi yerlere de uygulanabilir mi, eğer bu yerler mağdurun uğrak yeri ise? ","Evet, uzaklaştırma emri, failin sahip olduğu ticari işletme veya dükkan gibi yerlere de uygulanabilir, eğer bu yerler mağdurun sıkça uğradığı veya uğramak zorunda kaldığı yerlerse ve bu yerlerde şiddet veya tehdit riski bulunuyorsa. Mahkeme, bu tür yerleri de kararın kapsamına alarak, failin bu adreslere belirli bir mesafeden fazla yaklaşmasını yasaklayabilir. Özellikle mağdurun iş yeri veya çocuklarının okulu gibi önemli alanlar da bu kapsamda değerlendirilebilir. "
uzaklastirma_emri,"Uzaklaştırma emri, velayet davası devam ederken çocuklarla kişisel ilişki kurulmasını nasıl etkiler ve ara kararla bu durum düzenlenebilir mi? ","Uzaklaştırma emri, velayet davası devam ederken çocuklarla kişisel ilişki kurulmasını doğrudan engelleyebilir veya kısıtlayabilir. Eğer uzaklaştırma kararı, failin çocuklara yaklaşmasını da içeriyorsa, velayet davası sonuçlanana kadar çocuklarla kişisel ilişki askıya alınabilir veya sadece güvenli bir ortamda (örneğin, pedagog veya sosyal hizmet uzmanı gözetiminde) sınırlı ziyaretlere izin verilebilir. Mahkeme, velayet davasında, uzaklaştırma kararını da göz önünde bulundurarak çocukla kişisel ilişki kurulması konusunda geçici (ara karar) veya kalıcı düzenlemeler yapabilir. Çocuğun üstün yararı her zaman önceliklidir. "
uzaklastirma_emri,"Uzaklaştırma emri, failin mağdurun akrabalarına veya arkadaşlarına yaklaşmasını da kapsayabilir mi, dolaylı şiddetin önlenmesi amacıyla? ","Evet, uzaklaştırma emri, dolaylı şiddetin ve tacizin önlenmesi amacıyla failin mağdurun akrabalarına veya arkadaşlarına yaklaşmasını da kapsayabilir. Özellikle failin mağdura ulaşmak için bu kişileri aracı olarak kullandığı, tehdit ettiği veya rahatsız ettiği durumlarda, mahkeme bu kişilere de belirli bir mesafeden fazla yaklaşmama veya iletişim kurmama yasağı getirebilir. Bu, 6284 sayılı Kanun'un amacına uygun olarak mağdurun bütünsel korunmasını sağlamaya yöneliktir. "
uzaklastirma_emri,"Uzaklaştırma emrinin geçerliliği, mağdurun şehir değiştirmesi veya adresini değiştirmesi durumunda nasıl devam eder ve yeni adrese uyarlanması mümkün müdür? ","Uzaklaştırma emrinin geçerliliği, mağdurun şehir değiştirmesi veya adresini değiştirmesi durumunda devam eder. Ancak, kararda belirtilen belirli adreslerin güncellenmesi gerekebilir. Mağdur, yeni adresini ve failin uzak durması gereken yeni bölgeleri mahkemeye bildirerek kararın güncellenmesini talep edebilir. Mahkeme, bu talebi değerlendirerek kararı yeni duruma uyarlayabilir. Önemli olan, failin mağdurun bulunduğu her yerden uzak durmasını sağlama ilkesinin korunmasıdır. "
uzaklastirma_emri,"Uzaklaştırma emri, failin aynı apartmanda veya bitişik dairede oturması halinde nasıl uygulanır ve bu durumda hangi ek tedbirler alınabilir? ","Uzaklaştırma emri, failin aynı apartmanda veya bitişik dairede oturması halinde uygulanması zor ve hassas bir durumdur. Bu durumda hakim, kararında ""konutundan uzaklaştırma"" maddesini uygulayabilir. Eğer failin başka bir ikamet adresi yoksa veya tahliye mümkün değilse, mahkeme failin ortak konuttan belirli bir süre uzaklaştırılmasına karar verebilir ve mağdurun güvenliğini sağlamak için ek tedbirler (örneğin, kapının değiştirilmesi, kilit sistemlerinin güçlendirilmesi, ortak alanlarda karşılaşmamak için düzenlemeler) isteyebilir. Gerekirse, kolluk birimleri tarafından düzenli kontrol sağlanabilir. En nihayetinde, mağdurun güvenliği için failin tamamen uzaklaştırılması esas alınır. "
uzaklastirma_emri,"Uzaklaştırma emrinin uzatılması talebi, süresi dolmadan ne kadar önce yapılmalıdır ve bu talep için yeni deliller sunma zorunluluğu var mıdır? ","Uzaklaştırma emrinin uzatılması talebi, süresi dolmadan makul bir süre önce yapılmalıdır; genellikle sürenin bitimine yakın (örneğin, 15-30 gün kala) yapılması tavsiye edilir. Kanunda belirli bir süre belirtilmese de, mahkemenin yeni bir değerlendirme yapabilmesi için yeterli zaman tanınması önemlidir. Bu talep için yeni deliller sunma zorunluluğu yoktur, ancak tehlikenin devam ettiğini gösteren yeni olaylar veya gelişmeler varsa bunların da dilekçede belirtilmesi kararın uzatılmasına yardımcı olacaktır. Mağdurun beyanı ve tehlikenin devam ettiğine dair inancı, genellikle kararın uzatılması için yeterli sebep kabul edilir. "
